key,slus,sles
FE.Tip.Uzi,0x1cfbc9c,0x1ce3904
FE.Tip.Victory1,0x1cfbbf4,0x1ce6104
FE.Tip.Victory2,0x1cfbbf8,0x1ce6108
FE.Tip.Victory3,0x1cfbbfc,0x1ce610c
FE.Tip.Victory5,0x1cfbc08,0x1ce6118
FE.Tip.Victory7,0x1cfbc0c,0x1ce611c
FE.Tip.Victory9,0x1cfbc14,0x1ce612c
FE.Tip.WC25,0x1d00fcc,0x1ce50d8
FE.Tip.WORMPOT,0x1cff344,0x1ce48a4
FE.Tip.WPRandom,0x1cfc1a4,0x1ce639c
FE.Tip.WPReelDown,0x1cffba8,0x1ce3d10
FE.Tip.WPReelUp,0x1d00af0,0x1ce42a0
FE.Tip.WPReset,0x1d0114c,0x1ce7988
FE.Tip.War,0x1cfbe7c,0x1ce3ae8
FE.Tip.WaterFast,0x1cfceec,0x1ce6774
FE.Tip.WaterMedium,0x1cfdae4,0x1ce49dc
FE.Tip.WaterNo,0x1cff374,0x1ce61d0
FE.Tip.WaterSlow,0x1cfde5c,0x1ce558c
FE.Tip.WeapOptions,0x1cfe488,0x1ce4bdc
FE.Tip.WeaponNextPage,0x1d00218,0x1ce6d48
FE.Tip.WeaponPreviousPage,0x1cfc544,0x1ce4cac
FE.Tip.Weather,0x1cfc178,0x1ce393c
FE.Tip.Wind,0x1cff484,0x1ce695c
FE.Tip.Wins,0x1cff458,0x1ce6938
FE.Tip.WonlyD,0x1d00f58,0x1ce50b8
FE.Tip.Worm,0x1d011a4,0x1ce44c4
FE.Tip.WormName,0x1cff0d4,0x1ce3b3c
FE.Tip.WormSelectOff,0x1cfdf54,0x1ce4778
FE.Tip.WormSelectOn,0x1cff324,0x1ce70e8
FE.Tip.WormapediaWeapText,0x1d010c4,0x1ce78c4
FE.Tip.Wormpot,0x1cfed80,0x1ce4ab4
FE.Tip.WpDET,0x1cffe14,0x1ce6af8
FE.Tip.Wselect,0x1cff48c,0x1ce5824
FE.Tip.X2Dmg,0x1cfebdc,0x1ce3aec
FE.Tip.Yes,0x1cfc7a0,0x1ce4404
FE.TipDoctorsStrike,0x1cfd210,0x1ce6778
FE.ToolTip,0x1cfd330,0x1ce68a0
FE.TrianglePressed,0x1cfe148,0x1ce3b50
FE.TutorialLevels,0x1cfc2bc,0x1ce72bc
FE.TutorialMenu,0x1d00acc,0x1ce4bd4
FE.Type,0x1cfc044,0x1ce6b94
FE.UnavailableWeapCol,0x1cfce64,0x1ce66f8
FE.Unlocked.Alien,0x1cfe7e8,0x1ce78a8
FE.Unlocked.Apple,0x1cffb54,0x1ce69ac
FE.Unlocked.Atlantis,0x1cfc3bc,0x1ce4990
FE.Unlocked.Chateau,0x1cfc508,0x1ce3b34
FE.Unlocked.Cherry,0x1d00754,0x1ce6164
FE.Unlocked.Collide,0x1cfd9d0,0x1ce4b44
FE.Unlocked.Cooped,0x1cfeac0,0x1ce4660
FE.Unlocked.Counting,0x1cfd550,0x1ce692c
FE.Unlocked.CrateBritain,0x1cfffa8,0x1ce3f28
FE.Unlocked.Cratefun,0x1cfd0ac,0x1ce49fc
FE.Unlocked.Crop,0x1d012f0,0x1ce6d08
FE.Unlocked.Crust,0x1cfdb0c,0x1ce5c20
FE.Unlocked.DDay,0x1cfcd14,0x1ce5c44
FE.Unlocked.Driving,0x1cfbe0c,0x1ce6c7c
FE.Unlocked.Funfair,0x1cfcff8,0x1ce3ccc
FE.Unlocked.Graveyard,0x1cfb8d8,0x1ce4340
FE.Unlocked.Helter,0x1cfcffc,0x1ce52a8
FE.Unlocked.High,0x1cfd950,0x1ce417c
FE.Unlocked.Holiday,0x1cfefd4,0x1ce6604
FE.Unlocked.Ice,0x1d009c8,0x1ce3e58
FE.Unlocked.Kong,0x1cff00c,0x1ce51ec
FE.Unlocked.Landing,0x1cfc490,0x1ce586c
FE.Unlocked.Leek,0x1cfd29c,0x1ce5d1c
FE.Unlocked.Pegasus,0x1cfdbbc,0x1ce5ce4
FE.Unlocked.Plaice,0x1cfcccc,0x1ce5bf4
FE.Unlocked.Please,0x1cfcf84,0x1ce6b34
FE.Unlocked.Ragna,0x1cfdf34,0x1ce5ba8
FE.Unlocked.Schools,0x1cffe08,0x1ce5fdc
FE.Unlocked.Showdown,0x1cfd0a8,0x1ce3d78
FE.Unlocked.Submission,0x1cfe768,0x1ce3cc8
FE.Unlocked.Timbers,0x1cfccfc,0x1ce52cc
FE.Unlocked.Tree,0x1cfd798,0x1ce5d54
FE.Unlocked.Tubes,0x1cfc5c8,0x1ce4b8c
FE.UseMouse,0x1d00f84,0x1ce6804
FE.WP.ExtBorder,0x1cffe40,0x1ce3908
FE.WP.IconHeight,0x1cfcd80,0x1ce43b0
FE.WP.IconWidth,0x1cfea10,0x1ce50a0
FE.WP.IntBorder,0x1cffbb8,0x1ce79b8
FE.WP.SpacingAccross,0x1d00afc,0x1ce6ffc
FE.WP.SpacingUp,0x1cfc8b4,0x1ce65f0
FE.WP.TipBoxHeight,0x1cfd080,0x1ce4070
FE.WP.Type,0x1d00bc4,0x1ce6c14
FE.Water,0x1d01338,0x1ce5f38
FE.WeapSelTextCol,0x1cfde60,0x1ce4e54
FE.WeaponCount,0x1cfe1c0,0x1ce54d0
FE.WeaponOptions,0x1cfe600,0x1ce6a40
FE.WeaponPanel,0x1cfcc20,0x1ce38f0
FE.WinString,0x1d001cc,0x1ce3c9c
FE.WormNames,0x1d0077c,0x1ce5b4c
FE.Wormapedia,0x1cfd9f4,0x1ce6c44
FE.Wormapedia.Agent,0x1cfdf14,0x1ce7794
FE.Wormapedia.AgentTitle,0x1cfff8c,0x1ce6984
FE.Wormapedia.AirS,0x1d00ec8,0x1ce5610
FE.Wormapedia.AirSTitle,0x1cfe7d8,0x1ce3834
FE.Wormapedia.Anon,0x1d0026c,0x1ce4848
FE.Wormapedia.AnonTitle,0x1cfdf98,0x1ce60ac
FE.Wormapedia.Artists,0x1cff714,0x1ce6a0c
FE.Wormapedia.Axe,0x1cfbcc4,0x1ce45b4
FE.Wormapedia.AxeTitle,0x1cfbb88,0x1ce6ea8
FE.Wormapedia.Banana,0x1d006bc,0x1ce4688
FE.Wormapedia.BananaTitle,0x1cff560,0x1ce5d64
FE.Wormapedia.Bat,0x1cfbd9c,0x1ce463c
FE.Wormapedia.BatTitle,0x1cff7cc,0x1ce4d2c
FE.Wormapedia.Baz,0x1cfbd70,0x1ce4664
FE.Wormapedia.BazTitle,0x1cfc688,0x1ce60a4
FE.Wormapedia.Beatbox,0x1cff424,0x1ce60fc
FE.Wormapedia.Binoculars,0x1d0003c,0x1ce572c
FE.Wormapedia.BlowPipe,0x1d00544,0x1ce7100
FE.Wormapedia.BoggyPete,0x1d003c0,0x1ce3f10
FE.Wormapedia.Brightside,0x1d00d90,0x1ce6494
FE.Wormapedia.Buffalo,0x1cfcc6c,0x1ce45bc
FE.Wormapedia.CD,0x1cff0dc,0x1ce6880
FE.Wormapedia.CDTitle,0x1cfe35c,0x1ce4d18
FE.Wormapedia.Chatter,0x1cffc84,0x1ce4408
FE.Wormapedia.ChatterTitle,0x1d0138c,0x1ce5650
FE.Wormapedia.Cluster,0x1cffec0,0x1ce648c
FE.Wormapedia.ClusterTitle,0x1cfef98,0x1ce4fbc
FE.Wormapedia.Coders,0x1cfb93c,0x1ce38cc
FE.Wormapedia.Cows,0x1cff468,0x1ce6d9c
FE.Wormapedia.CowsTitle,0x1cfee88,0x1ce6af4
FE.Wormapedia.DD,0x1cff3a4,0x1ce6b40
FE.Wormapedia.DDTitle,0x1cff8d0,0x1ce6be4
FE.Wormapedia.DTT,0x1cfb914,0x1ce41f0
FE.Wormapedia.DTTTitle,0x1cfe490,0x1ce6798
FE.Wormapedia.Darkside,0x1cfdb5c,0x1ce6d2c
FE.Wormapedia.Design,0x1cfc42c,0x1ce7428
FE.Wormapedia.Doctors,0x1cfd014,0x1ce70ac
FE.Wormapedia.Donkey,0x1d00494,0x1ce3ab8
FE.Wormapedia.DonkeyTitle,0x1cfd764,0x1ce6674
FE.Wormapedia.EQ,0x1cff3f4,0x1ce6be0
FE.Wormapedia.EQTitle,0x1cfcde8,0x1ce5524
FE.Wormapedia.FP,0x1cff3b0,0x1ce6b70
FE.Wormapedia.FPTitle,0x1cffec8,0x1ce44d4
FE.Wormapedia.Fools,0x1cfc06c,0x1ce3fd0
FE.Wormapedia.FoolsTitle,0x1cfc608,0x1ce64d8
FE.Wormapedia.Freeze,0x1d0108c,0x1ce7864
FE.Wormapedia.FreezeTitle,0x1cff0a0,0x1ce4a7c
FE.Wormapedia.FriendlyFire,0x1cfee20,0x1ce4fec
FE.Wormapedia.Gas,0x1d0075c,0x1ce762c
FE.Wormapedia.GasTitle,0x1d00ce8,0x1ce55ac
FE.Wormapedia.Giraffe,0x1cfbed4,0x1ce5d98
FE.Wormapedia.Girder,0x1d012b8,0x1ce5dc0
FE.Wormapedia.GirderTitle,0x1cfb7f0,0x1ce64a8
FE.Wormapedia.Gren,0x1cffb68,0x1ce5a28
FE.Wormapedia.GrenTitle,0x1cffb14,0x1ce7094
FE.Wormapedia.HHG,0x1d00a14,0x1ce7870
FE.Wormapedia.HHGTitle,0x1cfbc5c,0x1ce4d04
FE.Wormapedia.HM,0x1cff2f8,0x1ce6a68
FE.Wormapedia.HMTitle,0x1cfd164,0x1ce5718
FE.Wormapedia.HorrorTheme,0x1cfe850,0x1ce702c
FE.Wormapedia.Hunger,0x1d01488,0x1ce44f8
FE.Wormapedia.Jetpack,0x1cff0a4,0x1ce4d98
FE.Wormapedia.JetpackTitle,0x1cfc948,0x1ce4bf4
FE.Wormapedia.LG,0x1cff598,0x1ce6d4c
FE.Wormapedia.LGTitle,0x1d00198,0x1ce6cdc
FE.Wormapedia.LandD,0x1cfdc54,0x1ce3dd8
FE.Wormapedia.LandDTitle,0x1cfb888,0x1ce4494
FE.Wormapedia.Last,0x1d00d20,0x1ce7744
FE.Wormapedia.LastTitle,0x1cfc498,0x1ce6650
FE.Wormapedia.Lightside,0x1cfd26c,0x1ce6cd8
FE.Wormapedia.LostMissions,0x1d007fc,0x1ce607c
FE.Wormapedia.Lottery,0x1cfc614,0x1ce69b0
FE.Wormapedia.Mine,0x1cfc588,0x1ce7274
FE.Wormapedia.MineTitle,0x1cfc9e8,0x1ce5330
FE.Wormapedia.MinerBird,0x1cffdf0,0x1ce4ce0
FE.Wormapedia.Mole,0x1cfdf10,0x1ce48d0
FE.Wormapedia.Mortar,0x1cfe46c,0x1ce41ec
FE.Wormapedia.MortarTitle,0x1cfd6d8,0x1ce6480
FE.Wormapedia.Napalm,0x1cfe418,0x1ce4128
FE.Wormapedia.NapalmTitle,0x1d0019c,0x1ce7968
FE.Wormapedia.Niagra,0x1cff2ec,0x1ce58c4
FE.Wormapedia.Noah,0x1d01150,0x1ce5638
FE.Wormapedia.Nuke,0x1cfcdec,0x1ce5394
FE.Wormapedia.NukeTitle,0x1cfc418,0x1ce660c
FE.Wormapedia.Para,0x1cfc7f4,0x1ce3fb8
FE.Wormapedia.ParaTitle,0x1cfcc58,0x1ce3f60
FE.Wormapedia.Petrol,0x1cfe520,0x1ce45a0
FE.Wormapedia.PetrolTitle,0x1cfebd8,0x1ce683c
FE.Wormapedia.Pigeon,0x1cfd0e8,0x1ce601c
FE.Wormapedia.PigeonTitle,0x1cff2f0,0x1ce706c
FE.Wormapedia.Pinball,0x1cfff20,0x1ce6470
FE.Wormapedia.PinkB,0x1cfc79c,0x1ce6968
FE.Wormapedia.Pizza,0x1d00c84,0x1ce5cc8
FE.Wormapedia.Prod,0x1cfeb24,0x1ce4830
FE.Wormapedia.ProdTitle,0x1cfe898,0x1ce53c4
FE.Wormapedia.Production,0x1cff9e8,0x1ce3b04
FE.Wormapedia.Proto,0x1cfda34,0x1ce56a0
FE.Wormapedia.ProtoTitle,0x1cfc028,0x1ce5d44
FE.Wormapedia.Puppet,0x1cfc46c,0x1ce6318
FE.Wormapedia.PuppetTitle,0x1cfef54,0x1ce431c
FE.Wormapedia.QA,0x1cff454,0x1ce6bf8
FE.Wormapedia.Rope,0x1cfd160,0x1ce3968
FE.Wormapedia.RopeTitle,0x1cfcde0,0x1ce48a8
FE.Wormapedia.SSheep,0x1cfd970,0x1ce5954
FE.Wormapedia.SSheepTitle,0x1d01398,0x1ce4218
FE.Wormapedia.Sally,0x1cfd1d8,0x1ce647c
FE.Wormapedia.Scales,0x1cfbb7c,0x1ce621c
FE.Wormapedia.ScalesTitle,0x1cfff14,0x1ce659c
FE.Wormapedia.Sheep,0x1cfe0dc,0x1ce7830
FE.Wormapedia.SheepTitle,0x1cfba98,0x1ce54a4
FE.Wormapedia.Shotgun,0x1cfe72c,0x1ce69f8
FE.Wormapedia.ShotgunTitle,0x1cff8d8,0x1ce4e5c
FE.Wormapedia.Shrines,0x1d01470,0x1ce427c
FE.Wormapedia.Sniper,0x1cffdf4,0x1ce4cd8
FE.Wormapedia.Spy,0x1d00360,0x1ce4870
FE.Wormapedia.SpyTitle,0x1cfcadc,0x1ce4f04
FE.Wormapedia.StickyBomb,0x1cfc50c,0x1ce574c
FE.Wormapedia.Story,0x1cffc94,0x1ce59d0
FE.Wormapedia.SuperMine,0x1cff920,0x1ce4694
FE.Wormapedia.TNT,0x1cfff88,0x1ce454c
FE.Wormapedia.TNTTitle,0x1cfd3cc,0x1ce61c8
FE.Wormapedia.Tapper,0x1cffcfc,0x1ce6974
FE.Wormapedia.Tele,0x1cfe494,0x1ce679c
FE.Wormapedia.TeleTitle,0x1cfc368,0x1ce3c58
FE.Wormapedia.Uzi,0x1cfef9c,0x1ce7848
FE.Wormapedia.UziTitle,0x1d00364,0x1ce5018
FE.Wormapedia.Vase,0x1cfd168,0x1ce70bc
FE.Wormapedia.VaseTitle,0x1cfcc28,0x1ce7124
FE.Wormapedia.WS,0x1cff6b0,0x1ce6e3c
FE.Wormapedia.WSTitle,0x1cff490,0x1ce75a8
FE.Wormapedia.Wear,0x1cff31c,0x1ce76fc
FE.Wormapedia.WearTitle,0x1cff718,0x1ce5c04
FE.Wormapedia.Woman,0x1cfc668,0x1ce3b08
FE.Wormapedia.WomanTitle,0x1cfcd9c,0x1ce62fc
FE.Wormpot,0x1cff184,0x1ce3740
FE.Wormpot.Reel1,0x1d00864,0x1ce60b8
FE.Wormpot.Reel2,0x1d00868,0x1ce60bc
FE.Wormpot.Reel3,0x1d0086c,0x1ce60f0
FE.WormpotEnabled,0x1d00280,0x1ce54c0
FE.WormsInTeam,0x1cfdf24,0x1ce4744
FE.WormsLabel,0x1cffb20,0x1ce70a8
FE.WormsList,0x1cfbe00,0x1ce5370
FE.Wtitle.Artists,0x1cfbf10,0x1ce578c
FE.Wtitle.Beatbox,0x1d01310,0x1ce4204
FE.Wtitle.BlowPipe,0x1cfea60,0x1ce66b8
FE.Wtitle.BoggyPete,0x1d00550,0x1ce47fc
FE.Wtitle.Brightside,0x1cfc5d4,0x1ce6304
FE.Wtitle.Buffalo,0x1cfc134,0x1ce4890
FE.Wtitle.Coders,0x1cfe0e0,0x1ce7834
FE.Wtitle.Darkside,0x1d001a0,0x1ce48d4
FE.Wtitle.Design,0x1cfd130,0x1ce72a4
FE.Wtitle.Doctors,0x1cfc518,0x1ce37dc
FE.Wtitle.FF,0x1cffbd0,0x1ce55e8
FE.Wtitle.Giraffe,0x1cfbaa4,0x1ce482c
FE.Wtitle.Horror,0x1cfe1b8,0x1ce5dac
FE.Wtitle.Hunger,0x1d01384,0x1ce67a0
FE.Wtitle.Lightside,0x1cfc5cc,0x1ce7758
FE.Wtitle.Lost,0x1d00058,0x1ce72a8
FE.Wtitle.Lottery,0x1cfc7d4,0x1ce5574
FE.Wtitle.Miner,0x1cffc14,0x1ce4398
FE.Wtitle.Mole,0x1cfbe6c,0x1ce72f4
FE.Wtitle.Niagra,0x1cfe8b4,0x1ce4a94
FE.Wtitle.NoahsBark,0x1cfd72c,0x1ce3a8c
FE.Wtitle.Pinball,0x1d00f20,0x1ce562c
FE.Wtitle.PinkB,0x1cfd7a8,0x1ce50cc
FE.Wtitle.Pizza,0x1cfd640,0x1ce6a58
FE.Wtitle.Production,0x1cfeca8,0x1ce46b8
FE.Wtitle.QA,0x1d0036c,0x1ce5d88
FE.Wtitle.SMine,0x1cfdb28,0x1ce4804
FE.Wtitle.Sally,0x1cff924,0x1ce3c00
FE.Wtitle.Shrines,0x1cfcdfc,0x1ce6690
FE.Wtitle.Sniper,0x1cfbda0,0x1ce4ca8
FE.Wtitle.Sticky,0x1cfbda4,0x1ce6290
FE.Wtitle.Story,0x1cfdce4,0x1ce5624
FE.Wtitle.Tapper,0x1cfc130,0x1ce38b8
FE.Yellow,0x1cfd590,0x1ce376c
FE.debriefingscreen,0x1d00a6c,0x1ce57f8
FallCamera,0x1d014b4,0x1ce462c
Firework_Components,0x1d00580,0x1ce57c4
Firework_Explosion,0x1cfd7ec,0x1ce4648
Firework_PXExplosion,0x1cfe928,0x1ce5918
FishSprite,0x1cfc408,0x1ce6dc4
Flying.MaxDistance,0x1d00fc8,0x1ce5ee4
Fog.Colour,0x1d00ff8,0x1ce6ebc
Fog.MaxRange,0x1cfd588,0x1ce3c1c
Fog.MinRange,0x1d01504,0x1ce39f8
FuseTimerGraphic.Offset,0x1cfc340,0x1ce7660
GM.GameInitData,0x1d00574,0x1ce3eb4
GM.SchemeData,0x1cfccb4,0x1ce4c44
GS.BarracksEnabled,0x1cffb04,0x1ce5510
GS.ConfirmPassword,0x1cfe480,0x1ce47f0
GS.ConnectNow,0x1cfc20c,0x1ce5a9c
GS.CurrentRoomName,0x1cfdc0c,0x1ce6ff8
GS.Default.Health,0x1cfc790,0x1ce59e0
GS.Default.MaxPlayers,0x1cff5c0,0x1ce5ddc
GS.Default.MaxTeams,0x1cfeffc,0x1ce775c
GS.Default.NumPlayers,0x1cfc23c,0x1ce52fc
GS.Default.NumTeams,0x1cfb97c,0x1ce584c
GS.Default.RoundTime,0x1cffbc4,0x1ce3e64
GS.Default.SelectWorm,0x1cfe464,0x1ce60d4
GS.Default.TeleportIn,0x1d00a28,0x1ce5628
GS.Default.TurnTime,0x1d00e44,0x1ce3974
GS.Default.Victories,0x1cfefbc,0x1ce4b5c
GS.Default.gametitle,0x1d00904,0x1ce3f24
GS.Default.hostname,0x1cfbdc4,0x1ce6c40
GS.Default.password,0x1cff680,0x1ce6350
GS.DefaultScheme,0x1cfc504,0x1ce71e4
GS.EmailOK,0x1cfe85c,0x1ce633c
GS.False,0x1cfee84,0x1ce67d8
GS.GameList,0x1cfb8c0,0x1ce6a50
GS.GameVer,0x1cffe38,0x1ce6658
GS.GamesTable,0x1d00fc4,0x1ce58a4
GS.GraphicalSeed,0x1d00340,0x1ce6070
GS.HostGame,0x1cfdb50,0x1ce724c
GS.HostGameNow,0x1cfd14c,0x1ce50e0
GS.InBox,0x1cfe1d0,0x1ce4ea0
GS.JoinGame,0x1d0038c,0x1ce6d34
GS.JoinedGame,0x1cfbbc8,0x1ce7074
GS.Lan.Client.Match,0x1cfc9d4,0x1ce55e0
GS.Lan.Client.Round,0x1cffd44,0x1ce4490
GS.Lan.Host.Match,0x1cfe2d0,0x1ce79d4
GS.Lan.Host.Round,0x1d01404,0x1ce4570
GS.LanClientStagingRoom,0x1cfdf28,0x1ce37a4
GS.LanGames,0x1cfe87c,0x1ce699c
GS.LanHostStagingRoom,0x1cfd364,0x1ce70a4
GS.LanLogon,0x1cfe728,0x1ce6cf8
GS.LastSelectedTeam,0x1cfd0a4,0x1ce5fd4
GS.LocalDottedIp,0x1cfef30,0x1ce6244
GS.Location,0x1cfdb68,0x1ce65e8
GS.LogicalSeed,0x1d0150c,0x1ce5930
GS.Login.Command,0x1d01304,0x1ce66d0
GS.Login.Email,0x1cfcb20,0x1ce4f60
GS.Login.HostIp,0x1cfd0b0,0x1ce38d0
GS.Login.MotdUrl,0x1cff2a0,0x1ce39f0
GS.Login.Nick,0x1cfca5c,0x1ce54dc
GS.Login.Password,0x1cff380,0x1ce61e0
GS.Login.PasswordConfirm,0x1cfd5a4,0x1ce61b4
GS.Login.PasswordUrl,0x1cfc920,0x1ce5530
GS.Login.Room,0x1cfdea4,0x1ce46c4
GS.Login.SchemeLocked,0x1cff3c0,0x1ce63b0
GS.Login.SchemeUrl,0x1cfdda0,0x1ce4a70
GS.Login.TipUrl,0x1d003e0,0x1ce6750
GS.LoginEnabled,0x1cff640,0x1ce72b0
GS.MOTD,0x1cfd7c0,0x1ce4300
GS.MaxPlayersTable,0x1cff244,0x1ce6554
GS.ModifyTeamPopup,0x1cff030,0x1ce3910
GS.ModifyTeamTimeout,0x1cfc380,0x1ce7060
GS.NameWidth,0x1d01390,0x1ce70c0
GS.NatNegotiate,0x1d00204,0x1ce4ae4
GS.NetClientStagingRoom,0x1cff5e4,0x1ce4824
GS.NetGames,0x1d00b48,0x1ce5d7c
GS.NetHostStagingRoom,0x1d007e4,0x1ce4a84
GS.NetLogon,0x1d009e8,0x1ce60d8
GS.NetRooms,0x1d0143c,0x1ce64ec
GS.NickErrorFlag,0x1d0104c,0x1ce754c
GS.OutBox,0x1cff594,0x1ce6bc0
GS.PasswordPrompt,0x1d00290,0x1ce5fb0
GS.PingDelay,0x1d00194,0x1ce6b44
GS.PingTimeout,0x1cfe804,0x1ce3a40
GS.PlayerList,0x1d0124c,0x1ce7298
GS.PlayerNotifyColour,0x1cff1b8,0x1ce4bc8
GS.PlayerProfiles,0x1cfd53c,0x1ce727c
GS.PlayerProfilesListBox,0x1cffd50,0x1ce5a80
GS.PlayersTable,0x1d00b04,0x1ce69c4
GS.ProfileIndex,0x1cfc9d0,0x1ce6710
GS.Progress,0x1cff5bc,0x1ce673c
GS.PublicGame,0x1d00384,0x1ce58e4
GS.QuitGameConfirmPopUp,0x1cfdd70,0x1ce5534
GS.Rankings,0x1cfe83c,0x1ce5068
GS.Ready,0x1cfea54,0x1ce4784
GS.ReadyDisabled,0x1cfc540,0x1ce7220
GS.RoomList,0x1cfcb00,0x1ce3e10
GS.RoomName,0x1cfd048,0x1ce5164
GS.RoomsPropertyFilter,0x1cff038,0x1ce6b18
GS.RoomsTable,0x1d00284,0x1ce6c34
GS.SchemeChanging,0x1d00b8c,0x1ce5f5c
GS.SchemeName,0x1cfc308,0x1ce6364
GS.ShowVersions,0x1cfdfc0,0x1ce4fac
GS.StartEnabled,0x1cfcc40,0x1ce5210
GS.TeamList,0x1cffcc0,0x1ce4410
GS.TimeoutId.Game,0x1cfbc44,0x1ce4534
GS.TimeoutId.Nick,0x1cfe3dc,0x1ce50ac
GS.TimeoutId.Password,0x1cfde00,0x1ce66f4
GS.ValidationTimeout,0x1cfe580,0x1ce5a20
GS.Version.Bad,0x1cfc45c,0x1ce5b40
GS.Version.Good,0x1cfb904,0x1ce4b50
GS.firewallflag,0x1cff54c,0x1ce798c
Game.BriefDialog,0x1cff84c,0x1ce764c
Game.BriefingText,0x1cfbf04,0x1ce3850
Game.Chat,0x1cfebc0,0x1ce74b0
Game.DefaultLevel,0x1cfbaa0,0x1ce6780
Game.Health,0x1cfe610,0x1ce5f60
Game.HostIsLocal,0x1cfe4a0,0x1ce7a14
Game.League,0x1cfe888,0x1ce64f4
Game.MaxPlayers,0x1d008fc,0x1ce568c
Game.MaxTeams,0x1cfdd04,0x1ce370c
Game.NextLevel,0x1cfeda0,0x1ce55c0
Game.NumPlayers,0x1cfb9fc,0x1ce492c
Game.NumTeams,0x1cff208,0x1ce61ec
Game.RoundTime,0x1cfd9c8,0x1ce6764
Game.Scope,0x1d00e90,0x1ce6894
Game.SelectWorm,0x1cfc164,0x1ce5d14
Game.Start.Text,0x1cff9c0,0x1ce3f80
Game.TeleportIn,0x1cfe8e8,0x1ce6b98
Game.TimeStamp,0x1cfe8f8,0x1ce6ec0
Game.Title,0x1cffe48,0x1ce4274
Game.TurnTime,0x1d00d84,0x1ce4858
Game.Username,0x1cfda04,0x1ce6c54
Game.Victories,0x1d001fc,0x1ce4630
Game.hostname,0x1cfd9cc,0x1ce49b4
Game.password,0x1cfc050,0x1ce4480
Game.winner,0x1d00538,0x1ce60f8
GameLogic.AddInventory.Arg0,0x1cfc030,0x1ce4150
GameLogic.AddInventory.Arg1,0x1cfc034,0x1ce4154
GameLogic.AllTeamsHadTurn,0x1cfe1e8,0x1ce78e8
GameLogic.ArtilleryMode,0x1cfca44,0x1ce4394
GameLogic.CurrentScript,0x1d00860,0x1ce5da0
GameLogic.SuddenDamageMode,0x1d01104,0x1ce3f54
GameLogic.WeaponIndex,0x1cfe890,0x1ce53d4
GameLogic.WeaponName,0x1cfcc04,0x1ce4554
GameOver.AwardMovie,0x1cfcdc8,0x1ce4714
GameOver.CampaignFailedMenu,0x1cfd8c8,0x1ce4bd8
GameOver.CampaignSuccessMenu,0x1cfe3c4,0x1ce69a0
GameOver.ChallengeFailedMenu,0x1d01344,0x1ce52e8
GameOver.ChallengeSuccessMenu,0x1cfbf4c,0x1ce4068
GameOver.GameCompletedMenu,0x1cfb908,0x1ce7588
GameOver.GameType,0x1cfff84,0x1ce4094
GameOver.NextRoundMenu,0x1cfff48,0x1ce4504
GameOver.ReturnMenu,0x1cfff08,0x1ce6a48
GameOver.RoundNumber,0x1d00d78,0x1ce3ee8
GameOver.TutorialFailedMenu,0x1cfd344,0x1ce79e8
GameOver.TutorialSuccessMenu,0x1cfdf08,0x1ce6664
GameOver.WinningTeamIndex,0x1d00bd0,0x1ce5c80
GameStats.StatString,0x1d0010c,0x1ce6930
GameStats.Team00,0x1cff1f0,0x1ce4f20
GameStats.Team01,0x1cff1f4,0x1ce4f28
GameStats.Team02,0x1cff1f8,0x1ce4f2c
GameStats.Team03,0x1cff1fc,0x1ce4f30
GameStats.Team04,0x1cff200,0x1ce4f34
GameStats.Team05,0x1cff204,0x1ce4f38
GameStats.Worm00,0x1cfb7b0,0x1ce51d0
GameStats.Worm01,0x1cfb7b4,0x1ce51d4
GameStats.Worm02,0x1cfb7b8,0x1ce51d8
GameStats.Worm03,0x1cfb7bc,0x1ce51dc
GameStats.Worm04,0x1cfb7c4,0x1ce51e0
GameStats.Worm05,0x1cfb7c8,0x1ce51e8
GameStats.Worm06,0x1cfb7cc,0x1ce51f0
GameStats.Worm07,0x1cfb7d0,0x1ce51f4
GameStats.Worm08,0x1cfb7d4,0x1ce51f8
GameStats.Worm09,0x1cfb7d8,0x1ce51fc
GameStats.Worm10,0x1cfb770,0x1ce5190
GameStats.Worm11,0x1cfb774,0x1ce5198
GameStats.Worm12,0x1cfb778,0x1ce519c
GameStats.Worm13,0x1cfb784,0x1ce51a0
GameStats.Worm14,0x1cfb788,0x1ce51a4
GameStats.Worm15,0x1cfb78c,0x1ce51ac
GameToFrontEndDelayTime,0x1cfe044,0x1ce5354
GasFire,0x1cfc10c,0x1ce6ac8
Geyser_1,0x1cfd774,0x1ce66a8
Geyser_2,0x1cfd79c,0x1ce66ac
Girder.Camera.Occlude,0x1d00844,0x1ce39b4
Girder.Position,0x1cff028,0x1ce56bc
Girder.TotalNumberPlaced,0x1cfc2c4,0x1ce5ce0
Girder.Velocity,0x1cff8d4,0x1ce76d4
GirderCamera,0x1d00bf8,0x1ce3ef8
GlobalLight.Ambient,0x1cfeb44,0x1ce72a0
GlobalLight.Diffuse,0x1cfc908,0x1ce4ed4
GoodShotDamageThreshold,0x1cfbac4,0x1ce6c58
Gravedust_1,0x1cfb7e0,0x1ce7000
Gravedust_2,0x1cfb7e4,0x1ce700c
Gravedust_Bones,0x1cfd73c,0x1ce391c
Gravedust_Soilchunks,0x1cff5ec,0x1ce5f6c
Gravemist_1,0x1d00f74,0x1ce53a4
Gravity,0x1cfcd94,0x1ce6624
Gravity.Slow,0x1d0054c,0x1ce6efc
